"site","plotID","warming","treatment","year","date","recorder","writer","name","value"
"Gudmedalen","Gud_2_4","W","C",2021,2021-08-05,"Susanne Berthelsen & Tessa Bargmann","Susanne Berthelsen & Tessa Bargmann","total_rock_cover",0
"Gudmedalen","Gud_2_4","W","C",2021,2021-08-05,"Susanne Berthelsen & Tessa Bargmann","Susanne Berthelsen & Tessa Bargmann","total_fungus_cover",0
"Gudmedalen","Gud_2_4","W","C",2021,2021-08-05,"Susanne Berthelsen & Tessa Bargmann","Susanne Berthelsen & Tessa Bargmann","vegetation_height_mean",222
"Gudmedalen","Gud_2_4","W","C",2021,2021-08-05,"Susanne Berthelsen & Tessa Bargmann","Susanne Berthelsen & Tessa Bargmann","moss_depth_mean",0
"Gudmedalen","Gud_3_2","C","E",2021,2021-08-04,"Ragnhild Gya","Ragnhild Gya","vegetation_cover",98
"Gudmedalen","Gud_3_2","C","E",2021,2021-08-04,"Ragnhild Gya","Ragnhild Gya","total_bryophyte_cover",2
"Gudmedalen","Gud_3_2","C","E",2021,2021-08-04,"Ragnhild Gya","Ragnhild Gya","total_litter_cover",27
"Gudmedalen","Gud_3_2","C","E",2021,2021-08-04,"Ragnhild Gya","Ragnhild Gya","total_lichen_cover",1
"Gudmedalen","Gud_3_2","C","E",2021,2021-08-04,"Ragnhild Gya","Ragnhild Gya","total_bare_ground_cover",0
"Gudmedalen","Gud_3_2","C","E",2021,2021-08-04,"Ragnhild Gya","Ragnhild Gya","total_poo_cover",0
"Gudmedalen","Gud_3_2","C","E",2021,2021-08-04,"Ragnhild Gya","Ragnhild Gya","total_rock_cover",0
"Gudmedalen","Gud_3_2","C","E",2021,2021-08-04,"Ragnhild Gya","Ragnhild Gya","total_fungus_cover",0
"Gudmedalen","Gud_3_2","C","E",2021,2021-08-04,"Ragnhild Gya","Ragnhild Gya","vegetation_height_mean",106
"Gudmedalen","Gud_3_2","C","E",2021,2021-08-04,"Ragnhild Gya","Ragnhild Gya","moss_depth_mean",3
"Gudmedalen","Gud_3_3","C","N",2021,2021-08-05,"Ragnhild Gya","Ragnhild Gya","vegetation_cover",92
"Gudmedalen","Gud_3_3","C","N",2021,2021-08-05,"Ragnhild Gya","Ragnhild Gya","total_bryophyte_cover",7
"Gudmedalen","Gud_3_3","C","N",2021,2021-08-05,"Ragnhild Gya","Ragnhild Gya","total_litter_cover",24
"Gudmedalen","Gud_3_3","C","N",2021,2021-08-05,"Ragnhild Gya","Ragnhild Gya","total_lichen_cover",0
"Gudmedalen","Gud_3_3","C","N",2021,2021-08-05,"Ragnhild Gya","Ragnhild Gya","total_bare_ground_cover",0
"Gudmedalen","Gud_3_3","C","N",2021,2021-08-05,"Ragnhild Gya","Ragnhild Gya","total_poo_cover",0
"Gudmedalen","Gud_3_3","C","N",2021,2021-08-05,"Ragnhild Gya","Ragnhild Gya","total_rock_cover",0
"Gudmedalen","Gud_3_3","C","N",2021,2021-08-05,"Ragnhild Gya","Ragnhild Gya","total_fungus_cover",0
"Gudmedalen","Gud_3_3","C","N",2021,2021-08-05,"Ragnhild Gya","Ragnhild Gya","vegetation_height_mean",95
"Gudmedalen","Gud_3_3","C","N",2021,2021-08-05,"Ragnhild Gya","Ragnhild Gya","moss_depth_mean",4
"Gudmedalen","Gud_3_5","W","N",2021,2021-08-05,"Siri Lie Olsen","Siri Lie Olsen","vegetation_cover",85
"Gudmedalen","Gud_3_5","W","N",2021,2021-08-05,"Siri Lie Olsen","Siri Lie Olsen","total_bryophyte_cover",3
"Gudmedalen","Gud_3_5","W","N",2021,2021-08-05,"Siri Lie Olsen","Siri Lie Olsen","total_litter_cover",44
"Gudmedalen","Gud_3_5","W","N",2021,2021-08-05,"Siri Lie Olsen","Siri Lie Olsen","total_lichen_cover",0
"Gudmedalen","Gud_3_5","W","N",2021,2021-08-05,"Siri Lie Olsen","Siri Lie Olsen","total_bare_ground_cover",0
"Gudmedalen","Gud_3_5","W","N",2021,2021-08-05,"Siri Lie Olsen","Siri Lie Olsen","total_poo_cover",0
"Gudmedalen","Gud_3_5","W","N",2021,2021-08-05,"Siri Lie Olsen","Siri Lie Olsen","total_rock_cover",0
"Gudmedalen","Gud_3_5","W","N",2021,2021-08-05,"Siri Lie Olsen","Siri Lie Olsen","total_fungus_cover",0
"Gudmedalen","Gud_3_5","W","N",2021,2021-08-05,"Siri Lie Olsen","Siri Lie Olsen","vegetation_height_mean",111
"Gudmedalen","Gud_3_5","W","N",2021,2021-08-05,"Siri Lie Olsen","Siri Lie Olsen","moss_depth_mean",4
"Gudmedalen","Gud_3_6","W","E",2021,2021-08-05,"Dagmar Egelkraut & Siri Lie Olsen","Dagmar Egelkraut","vegetation_cover",90
"Gudmedalen","Gud_3_6","W","E",2021,2021-08-05,"Dagmar Egelkraut & Siri Lie Olsen","Dagmar Egelkraut","total_bryophyte_cover",2
"Gudmedalen","Gud_3_6","W","E",2021,2021-08-05,"Dagmar Egelkraut & Siri Lie Olsen","Dagmar Egelkraut","total_litter_cover",24
"Gudmedalen","Gud_3_6","W","E",2021,2021-08-05,"Dagmar Egelkraut & Siri Lie Olsen","Dagmar Egelkraut","total_lichen_cover",0
"Gudmedalen","Gud_3_6","W","E",2021,2021-08-05,"Dagmar Egelkraut & Siri Lie Olsen","Dagmar Egelkraut","total_bare_ground_cover",0
"Gudmedalen","Gud_3_6","W","E",2021,2021-08-05,"Dagmar Egelkraut & Siri Lie Olsen","Dagmar Egelkraut","total_poo_cover",0
"Gudmedalen","Gud_3_6","W","E",2021,2021-08-05,"Dagmar Egelkraut & Siri Lie Olsen","Dagmar Egelkraut","total_rock_cover",0
"Gudmedalen","Gud_3_6","W","E",2021,2021-08-05,"Dagmar Egelkraut & Siri Lie Olsen","Dagmar Egelkraut","total_fungus_cover",0
"Gudmedalen","Gud_3_6","W","E",2021,2021-08-05,"Dagmar Egelkraut & Siri Lie Olsen","Dagmar Egelkraut","vegetation_height_mean",91
"Gudmedalen","Gud_3_6","W","E",2021,2021-08-05,"Dagmar Egelkraut & Siri Lie Olsen","Dagmar Egelkraut","moss_depth_mean",10
"Gudmedalen","Gud_4_1","W","N",2021,2021-08-04,"Dagmar Egelkraut","Tessa Bargmann","vegetation_cover",97
"Gudmedalen","Gud_4_1","W","N",2021,2021-08-04,"Dagmar Egelkraut","Tessa Bargmann","total_bryophyte_cover",1
"Gudmedalen","Gud_4_1","W","N",2021,2021-08-04,"Dagmar Egelkraut","Tessa Bargmann","total_litter_cover",13
"Gudmedalen","Gud_4_1","W","N",2021,2021-08-04,"Dagmar Egelkraut","Tessa Bargmann","total_lichen_cover",0
"Gudmedalen","Gud_4_1","W","N",2021,2021-08-04,"Dagmar Egelkraut","Tessa Bargmann","total_bare_ground_cover",0
"Gudmedalen","Gud_4_1","W","N",2021,2021-08-04,"Dagmar Egelkraut","Tessa Bargmann","total_poo_cover",0
"Gudmedalen","Gud_4_1","W","N",2021,2021-08-04,"Dagmar Egelkraut","Tessa Bargmann","total_rock_cover",0
"Gudmedalen","Gud_4_1","W","N",2021,2021-08-04,"Dagmar Egelkraut","Tessa Bargmann","total_fungus_cover",0
"Gudmedalen","Gud_4_1","W","N",2021,2021-08-04,"Dagmar Egelkraut","Tessa Bargmann","vegetation_height_mean",130
"Gudmedalen","Gud_4_1","W","N",2021,2021-08-04,"Dagmar Egelkraut","Tessa Bargmann","moss_depth_mean",0
"Gudmedalen","Gud_4_3","W","C",2021,NA,"Dagmar Egelkraut","Dagmar Egelkraut","vegetation_cover",93
"Gudmedalen","Gud_4_3","W","C",2021,NA,"Dagmar Egelkraut","Dagmar Egelkraut","total_bryophyte_cover",0
"Gudmedalen","Gud_4_3","W","C",2021,NA,"Dagmar Egelkraut","Dagmar Egelkraut","total_litter_cover",6
"Gudmedalen","Gud_4_3","W","C",2021,NA,"Dagmar Egelkraut","Dagmar Egelkraut","total_lichen_cover",0
"Gudmedalen","Gud_4_3","W","C",2021,NA,"Dagmar Egelkraut","Dagmar Egelkraut","total_bare_ground_cover",0
"Gudmedalen","Gud_4_3","W","C",2021,NA,"Dagmar Egelkraut","Dagmar Egelkraut","total_poo_cover",0
"Gudmedalen","Gud_4_3","W","C",2021,NA,"Dagmar Egelkraut","Dagmar Egelkraut","total_rock_cover",0
"Gudmedalen","Gud_4_3","W","C",2021,NA,"Dagmar Egelkraut","Dagmar Egelkraut","total_fungus_cover",0
"Gudmedalen","Gud_4_3","W","C",2021,NA,"Dagmar Egelkraut","Dagmar Egelkraut","vegetation_height_mean",115
"Gudmedalen","Gud_4_3","W","C",2021,NA,"Dagmar Egelkraut","Dagmar Egelkraut","moss_depth_mean",0
"Gudmedalen","Gud_4_4","C","C",2021,2021-08-04,"Siri Lie Olsen","Siri Lie Olsen","vegetation_cover",80
"Gudmedalen","Gud_4_4","C","C",2021,2021-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_bryophyte_cover",4
"Gudmedalen","Gud_4_4","C","C",2021,2021-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_litter_cover",71
"Gudmedalen","Gud_4_4","C","C",2021,2021-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_lichen_cover",0
"Gudmedalen","Gud_4_4","C","C",2021,2021-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_bare_ground_cover",1
"Gudmedalen","Gud_4_4","C","C",2021,2021-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_poo_cover",0
"Gudmedalen","Gud_4_4","C","C",2021,2021-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_rock_cover",0
"Gudmedalen","Gud_4_4","C","C",2021,2021-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_fungus_cover",0
"Gudmedalen","Gud_4_4","C","C",2021,2021-08-04,"Siri Lie Olsen","Siri Lie Olsen","vegetation_height_mean",65
"Gudmedalen","Gud_4_4","C","C",2021,2021-08-04,"Siri Lie Olsen","Siri Lie Olsen","moss_depth_mean",2
"Gudmedalen","Gud_4_6","C","E",2021,2021-08-05,"Siri Lie Olsen & NA","Siri Lie Olsen & Eva Lieungh & NA","vegetation_cover",85
"Gudmedalen","Gud_4_6","C","E",2021,2021-08-05,"Siri Lie Olsen & NA","Siri Lie Olsen & Eva Lieungh & NA","total_bryophyte_cover",2
"Gudmedalen","Gud_4_6","C","E",2021,2021-08-05,"Siri Lie Olsen & NA","Siri Lie Olsen & Eva Lieungh & NA","total_litter_cover",62
"Gudmedalen","Gud_4_6","C","E",2021,2021-08-05,"Siri Lie Olsen & NA","Siri Lie Olsen & Eva Lieungh & NA","total_lichen_cover",0
"Gudmedalen","Gud_4_6","C","E",2021,2021-08-05,"Siri Lie Olsen & NA","Siri Lie Olsen & Eva Lieungh & NA","total_bare_ground_cover",0
"Gudmedalen","Gud_4_6","C","E",2021,2021-08-05,"Siri Lie Olsen & NA","Siri Lie Olsen & Eva Lieungh & NA","total_poo_cover",0
"Gudmedalen","Gud_4_6","C","E",2021,2021-08-05,"Siri Lie Olsen & NA","Siri Lie Olsen & Eva Lieungh & NA","total_rock_cover",0
"Gudmedalen","Gud_4_6","C","E",2021,2021-08-05,"Siri Lie Olsen & NA","Siri Lie Olsen & Eva Lieungh & NA","total_fungus_cover",0
"Gudmedalen","Gud_4_6","C","E",2021,2021-08-05,"Siri Lie Olsen & NA","Siri Lie Olsen & Eva Lieungh & NA","vegetation_height_mean",92
"Gudmedalen","Gud_4_6","C","E",2021,2021-08-05,"Siri Lie Olsen & NA","Siri Lie Olsen & Eva Lieungh & NA","moss_depth_mean",12
"Gudmedalen","Gud_5_1","W","E",2021,2021-08-04,"Siri Lie Olsen","Siri Lie Olsen","vegetation_cover",80
"Gudmedalen","Gud_5_1","W","E",2021,2021-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_bryophyte_cover",2
"Gudmedalen","Gud_5_1","W","E",2021,2021-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_litter_cover",62
"Gudmedalen","Gud_5_1","W","E",2021,2021-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_lichen_cover",0
"Gudmedalen","Gud_5_1","W","E",2021,2021-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_bare_ground_cover",2
"Gudmedalen","Gud_5_1","W","E",2021,2021-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_poo_cover",0
"Gudmedalen","Gud_5_1","W","E",2021,2021-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_rock_cover",0
"Gudmedalen","Gud_5_1","W","E",2021,2021-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_fungus_cover",0
"Gudmedalen","Gud_5_1","W","E",2021,2021-08-04,"Siri Lie Olsen","Siri Lie Olsen","vegetation_height_mean",55
"Gudmedalen","Gud_5_1","W","E",2021,2021-08-04,"Siri Lie Olsen","Siri Lie Olsen","moss_depth_mean",8
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","vegetation_cover",150
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_bryophyte_cover",3
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_litter_cover",20
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_lichen_cover",0
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_bare_ground_cover",0
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_poo_cover",0
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_rock_cover",0
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_fungus_cover",0
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","vegetation_height_mean",0
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","moss_depth_mean",NA
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","vegetation_cover",160
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_bryophyte_cover",3
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_litter_cover",20
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_lichen_cover",0
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_bare_ground_cover",0
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_poo_cover",0
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_rock_cover",0
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_fungus_cover",0
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","vegetation_height_mean",0
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","moss_depth_mean",NA
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","vegetation_cover",95
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_bryophyte_cover",3
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_litter_cover",20
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_lichen_cover",0
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_bare_ground_cover",0
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_poo_cover",0
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_rock_cover",0
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_fungus_cover",0
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","vegetation_height_mean",0
"Gudmedalen","Gud_5_2","W","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","moss_depth_mean",NA
"Gudmedalen","Gud_5_4","C","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","vegetation_cover",100
"Gudmedalen","Gud_5_4","C","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_bryophyte_cover",5
"Gudmedalen","Gud_5_4","C","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_litter_cover",23
"Gudmedalen","Gud_5_4","C","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_lichen_cover",0
"Gudmedalen","Gud_5_4","C","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_bare_ground_cover",0
"Gudmedalen","Gud_5_4","C","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_poo_cover",0
"Gudmedalen","Gud_5_4","C","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_rock_cover",0
"Gudmedalen","Gud_5_4","C","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","total_fungus_cover",0
"Gudmedalen","Gud_5_4","C","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","vegetation_height_mean",145
"Gudmedalen","Gud_5_4","C","C",2021,2021-08-04,"Tessa Bargmann","Jana Ruthers","moss_depth_mean",0
"Gudmedalen","Gud_5_5","C","E",2021,2021-08-05,"Siri Lie Olsen","Siri Lie Olsen","vegetation_cover",85
"Gudmedalen","Gud_5_5","C","E",2021,2021-08-05,"Siri Lie Olsen","Siri Lie Olsen","total_bryophyte_cover",3
"Gudmedalen","Gud_5_5","C","E",2021,2021-08-05,"Siri Lie Olsen","Siri Lie Olsen","total_litter_cover",56
"Gudmedalen","Gud_5_5","C","E",2021,2021-08-05,"Siri Lie Olsen","Siri Lie Olsen","total_lichen_cover",0
"Gudmedalen","Gud_5_5","C","E",2021,2021-08-05,"Siri Lie Olsen","Siri Lie Olsen","total_bare_ground_cover",0
"Gudmedalen","Gud_5_5","C","E",2021,2021-08-05,"Siri Lie Olsen","Siri Lie Olsen","total_poo_cover",0
"Gudmedalen","Gud_5_5","C","E",2021,2021-08-05,"Siri Lie Olsen","Siri Lie Olsen","total_rock_cover",0
"Gudmedalen","Gud_5_5","C","E",2021,2021-08-05,"Siri Lie Olsen","Siri Lie Olsen","total_fungus_cover",0
"Gudmedalen","Gud_5_5","C","E",2021,2021-08-05,"Siri Lie Olsen","Siri Lie Olsen","vegetation_height_mean",131
"Gudmedalen","Gud_5_5","C","E",2021,2021-08-05,"Siri Lie Olsen","Siri Lie Olsen","moss_depth_mean",19
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","vegetation_cover",95
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_bryophyte_cover",5
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_litter_cover",12
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_lichen_cover",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_bare_ground_cover",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_poo_cover",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_rock_cover",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_fungus_cover",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","vegetation_height_mean",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","moss_depth_mean",NA
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","vegetation_cover",80
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_bryophyte_cover",5
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_litter_cover",12
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_lichen_cover",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_bare_ground_cover",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_poo_cover",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_rock_cover",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_fungus_cover",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","vegetation_height_mean",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","moss_depth_mean",NA
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","vegetation_cover",110
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_bryophyte_cover",5
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_litter_cover",12
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_lichen_cover",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_bare_ground_cover",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_poo_cover",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_rock_cover",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_fungus_cover",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","vegetation_height_mean",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","moss_depth_mean",NA
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","vegetation_cover",105
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_bryophyte_cover",5
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_litter_cover",12
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_lichen_cover",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_bare_ground_cover",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_poo_cover",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_rock_cover",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","total_fungus_cover",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","vegetation_height_mean",0
"Gudmedalen","Gud_6_1","C","C",2021,2021-08-03,"Ragnhild Gya & Tessa Bargmann","Tessa Bargmann","moss_depth_mean",NA
"Gudmedalen","Gud_6_3","C","N",2021,2021-08-03,"Ragnhild Gya","Ragnhild Gya & Regine Guldbrandsen","vegetation_cover",94
"Gudmedalen","Gud_6_3","C","N",2021,2021-08-03,"Ragnhild Gya","Ragnhild Gya & Regine Guldbrandsen","total_bryophyte_cover",5
"Gudmedalen","Gud_6_3","C","N",2021,2021-08-03,"Ragnhild Gya","Ragnhild Gya & Regine Guldbrandsen","total_litter_cover",12
"Gudmedalen","Gud_6_3","C","N",2021,2021-08-03,"Ragnhild Gya","Ragnhild Gya & Regine Guldbrandsen","total_lichen_cover",1
"Gudmedalen","Gud_6_3","C","N",2021,2021-08-03,"Ragnhild Gya","Ragnhild Gya & Regine Guldbrandsen","total_bare_ground_cover",0
"Gudmedalen","Gud_6_3","C","N",2021,2021-08-03,"Ragnhild Gya","Ragnhild Gya & Regine Guldbrandsen","total_poo_cover",0
"Gudmedalen","Gud_6_3","C","N",2021,2021-08-03,"Ragnhild Gya","Ragnhild Gya & Regine Guldbrandsen","total_rock_cover",0
"Gudmedalen","Gud_6_3","C","N",2021,2021-08-03,"Ragnhild Gya","Ragnhild Gya & Regine Guldbrandsen","total_fungus_cover",0
"Gudmedalen","Gud_6_3","C","N",2021,2021-08-03,"Ragnhild Gya","Ragnhild Gya & Regine Guldbrandsen","vegetation_height_mean",115
"Gudmedalen","Gud_6_3","C","N",2021,2021-08-03,"Ragnhild Gya","Ragnhild Gya & Regine Guldbrandsen","moss_depth_mean",0
"Gudmedalen","Gud_6_4","W","N",2021,2021-08-04,"Ragnhild Gya","Ragnhild Gya","vegetation_cover",98
"Gudmedalen","Gud_6_4","W","N",2021,2021-08-04,"Ragnhild Gya","Ragnhild Gya","total_bryophyte_cover",4
"Gudmedalen","Gud_6_4","W","N",2021,2021-08-04,"Ragnhild Gya","Ragnhild Gya","total_litter_cover",15
"Gudmedalen","Gud_6_4","W","N",2021,2021-08-04,"Ragnhild Gya","Ragnhild Gya","total_lichen_cover",0
"Gudmedalen","Gud_6_4","W","N",2021,2021-08-04,"Ragnhild Gya","Ragnhild Gya","total_bare_ground_cover",0
"Gudmedalen","Gud_6_4","W","N",2021,2021-08-04,"Ragnhild Gya","Ragnhild Gya","total_poo_cover",0
"Gudmedalen","Gud_6_4","W","N",2021,2021-08-04,"Ragnhild Gya","Ragnhild Gya","total_rock_cover",0
"Gudmedalen","Gud_6_4","W","N",2021,2021-08-04,"Ragnhild Gya","Ragnhild Gya","total_fungus_cover",0
"Gudmedalen","Gud_6_4","W","N",2021,2021-08-04,"Ragnhild Gya","Ragnhild Gya","vegetation_height_mean",57
"Gudmedalen","Gud_6_4","W","N",2021,2021-08-04,"Ragnhild Gya","Ragnhild Gya","moss_depth_mean",8
"Gudmedalen","Gud_6_6","W","E",2021,2021-08-03,"Ragnhild Gya","Ragnhild Gya","vegetation_cover",NA
